"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","song","album.x","song.title","song.id","artist","album.y","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","Date","Chart","Artist","Date2","album2","album.date"
"115",8,5,6,10,2,11,4,4,16,5,"South Of Heaven","South Of Heaven","South Of Heaven","1f2nJKg780VxYIveVq6Xej","Slayer","South Of Heaven",0.314,0.991,5,-3.867,0,0.318,0.000155,0.0477,0.0968,0.0395,138.975,"audio_features","1f2nJKg780VxYIveVq6Xej","spotify:track:1f2nJKg780VxYIveVq6Xej","https://api.spotify.com/v1/tracks/1f2nJKg780VxYIveVq6Xej","https://api.spotify.com/v1/audio-analysis/1f2nJKg780VxYIveVq6Xej",298533,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"116",12,4,7,17,4,14,6,3,26,7,"Silent Scream","South Of Heaven","Silent Scream","6FUdzKbBoIzJRNzitq4qqE","Slayer","South Of Heaven",0.292,0.989,11,-3.368,1,0.0931,1.17e-05,0.473,0.111,0.208,98.321,"audio_features","6FUdzKbBoIzJRNzitq4qqE","spotify:track:6FUdzKbBoIzJRNzitq4qqE","https://api.spotify.com/v1/tracks/6FUdzKbBoIzJRNzitq4qqE","https://api.spotify.com/v1/audio-analysis/6FUdzKbBoIzJRNzitq4qqE",186573,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"117",15,3,11,19,2,15,4,2,23,2,"Live Undead","South Of Heaven","Live Undead","6DFDTqHD5VGqsFeTGKag2u","Slayer","South Of Heaven",0.437,0.988,11,-4.4,1,0.123,5.28e-05,0.263,0.138,0.132,113.873,"audio_features","6DFDTqHD5VGqsFeTGKag2u","spotify:track:6DFDTqHD5VGqsFeTGKag2u","https://api.spotify.com/v1/tracks/6DFDTqHD5VGqsFeTGKag2u","https://api.spotify.com/v1/audio-analysis/6DFDTqHD5VGqsFeTGKag2u",230013,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"118",4,3,3,6,1,3,1,5,8,6,"Behind The Crooked Cross","South Of Heaven","Behind The Crooked Cross","2RnWnqnMqBuFosND1hbGjk","Slayer","South Of Heaven",0.362,0.992,0,-3.843,1,0.0546,0.000137,0.803,0.154,0.478,104.269,"audio_features","2RnWnqnMqBuFosND1hbGjk","spotify:track:2RnWnqnMqBuFosND1hbGjk","https://api.spotify.com/v1/tracks/2RnWnqnMqBuFosND1hbGjk","https://api.spotify.com/v1/audio-analysis/2RnWnqnMqBuFosND1hbGjk",194680,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"119",14,2,8,17,0,14,5,2,24,3,"Mandatory Suicide","South Of Heaven","Mandatory Suicide","54hjFPLAWMurvAqlh0fifV","Slayer","South Of Heaven",0.359,0.996,8,-2.936,1,0.0933,0.000668,0.618,0.101,0.276,148.014,"audio_features","54hjFPLAWMurvAqlh0fifV","spotify:track:54hjFPLAWMurvAqlh0fifV","https://api.spotify.com/v1/tracks/54hjFPLAWMurvAqlh0fifV","https://api.spotify.com/v1/audio-analysis/54hjFPLAWMurvAqlh0fifV",245133,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"120",10,4,2,13,2,8,1,3,18,5,"Ghosts Of War","South Of Heaven","Ghosts Of War","65xpIwIluxmO6PBW7c7aqw","Slayer","South Of Heaven",0.272,0.993,8,-3.345,1,0.105,0.000721,0.0554,0.331,0.206,95.072,"audio_features","65xpIwIluxmO6PBW7c7aqw","spotify:track:65xpIwIluxmO6PBW7c7aqw","https://api.spotify.com/v1/tracks/65xpIwIluxmO6PBW7c7aqw","https://api.spotify.com/v1/audio-analysis/65xpIwIluxmO6PBW7c7aqw",233427,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"121",11,8,8,8,9,10,8,17,22,23,"Read Between The Lies","South Of Heaven","Read Between The Lies","1O10NUCUzqL0sTpPJmKi1f","Slayer","South Of Heaven",0.503,0.986,5,-3.868,0,0.0799,0.000831,0.464,0.128,0.284,91.42,"audio_features","1O10NUCUzqL0sTpPJmKi1f","spotify:track:1O10NUCUzqL0sTpPJmKi1f","https://api.spotify.com/v1/tracks/1O10NUCUzqL0sTpPJmKi1f","https://api.spotify.com/v1/audio-analysis/1O10NUCUzqL0sTpPJmKi1f",200187,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"122",7,4,8,6,2,9,2,1,13,4,"Cleanse The Soul","South Of Heaven","Cleanse The Soul","5QoGVES8fPB92sGi0TpUiT","Slayer","South Of Heaven",0.315,0.996,6,-3.931,1,0.101,0.000104,0.417,0.131,0.378,104.003,"audio_features","5QoGVES8fPB92sGi0TpUiT","spotify:track:5QoGVES8fPB92sGi0TpUiT","https://api.spotify.com/v1/tracks/5QoGVES8fPB92sGi0TpUiT","https://api.spotify.com/v1/audio-analysis/5QoGVES8fPB92sGi0TpUiT",182027,1,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"123",3,2,1,3,0,3,2,0,5,1,"Dissident Aggressor","South Of Heaven","Dissident Aggressor","6NE2aoRde5lFox3RNuHilx","Slayer","South Of Heaven",0.373,0.981,8,-3.632,1,0.107,4.78e-05,0.254,0.037,0.154,103.421,"audio_features","6NE2aoRde5lFox3RNuHilx","spotify:track:6NE2aoRde5lFox3RNuHilx","https://api.spotify.com/v1/tracks/6NE2aoRde5lFox3RNuHilx","https://api.spotify.com/v1/audio-analysis/6NE2aoRde5lFox3RNuHilx",155200,3,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"124",3,5,2,2,3,2,1,5,3,4,"Spill The Blood","South Of Heaven","Spill The Blood","1KlZT1omFpW2pd7k8Z6vth","Slayer","South Of Heaven",0.349,0.968,10,-4.029,1,0.156,0.000356,0.157,0.221,0.232,76.905,"audio_features","1KlZT1omFpW2pd7k8Z6vth","spotify:track:1KlZT1omFpW2pd7k8Z6vth","https://api.spotify.com/v1/tracks/1KlZT1omFpW2pd7k8Z6vth","https://api.spotify.com/v1/audio-analysis/1KlZT1omFpW2pd7k8Z6vth",289027,4,1988-07-05,57,"Slayer",1988,"South Of Heaven","South Of Heaven 1988"
"125",10,7,7,13,4,9,5,5,16,12,"War Ensemble","Seasons In The Abyss","War Ensemble","1E0yt5XSdjE9NOu897RilW","Slayer","Seasons In The Abyss",0.332,0.988,8,-4.111,1,0.146,7.65e-05,0.0126,0.055,0.097,98.878,"audio_features","1E0yt5XSdjE9NOu897RilW","spotify:track:1E0yt5XSdjE9NOu897RilW","https://api.spotify.com/v1/tracks/1E0yt5XSdjE9NOu897RilW","https://api.spotify.com/v1/audio-analysis/1E0yt5XSdjE9NOu897RilW",291733,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"126",13,2,8,14,3,7,3,6,15,6,"Blood Red","Seasons In The Abyss","Blood Red","3VRMytNAeAWfyz5j62QC6v","Slayer","Seasons In The Abyss",0.41,0.981,5,-3.82,0,0.0839,0.000848,0.000483,0.0962,0.342,133.359,"audio_features","3VRMytNAeAWfyz5j62QC6v","spotify:track:3VRMytNAeAWfyz5j62QC6v","https://api.spotify.com/v1/tracks/3VRMytNAeAWfyz5j62QC6v","https://api.spotify.com/v1/audio-analysis/3VRMytNAeAWfyz5j62QC6v",167893,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"127",6,5,5,11,3,7,2,5,13,7,"Spirit In Black","Seasons In The Abyss","Spirit In Black","1Ui0F9wEzEH5QTXixoFGtr","Slayer","Seasons In The Abyss",0.39,0.997,8,-4,1,0.179,0.00128,0.000878,0.401,0.0391,108.737,"audio_features","1Ui0F9wEzEH5QTXixoFGtr","spotify:track:1Ui0F9wEzEH5QTXixoFGtr","https://api.spotify.com/v1/tracks/1Ui0F9wEzEH5QTXixoFGtr","https://api.spotify.com/v1/audio-analysis/1Ui0F9wEzEH5QTXixoFGtr",247307,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"128",11,3,4,11,3,6,4,3,15,8,"Expendable Youth","Seasons In The Abyss","Expendable Youth","5AU3ke0vodkOXEpGgqX221","Slayer","Seasons In The Abyss",0.487,0.987,1,-4.753,1,0.0832,2.81e-05,0.0338,0.0617,0.175,108.493,"audio_features","5AU3ke0vodkOXEpGgqX221","spotify:track:5AU3ke0vodkOXEpGgqX221","https://api.spotify.com/v1/tracks/5AU3ke0vodkOXEpGgqX221","https://api.spotify.com/v1/audio-analysis/5AU3ke0vodkOXEpGgqX221",249880,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"129",2,1,2,3,2,3,2,2,6,4,"Dead Skin Mask","Seasons In The Abyss","Dead Skin Mask","0t1lDXmMWBzF6mfnQ6KwqZ","Slayer","Seasons In The Abyss",0.342,0.987,3,-4.42,1,0.205,0.000262,0.00025,0.172,0.0418,110.125,"audio_features","0t1lDXmMWBzF6mfnQ6KwqZ","spotify:track:0t1lDXmMWBzF6mfnQ6KwqZ","https://api.spotify.com/v1/tracks/0t1lDXmMWBzF6mfnQ6KwqZ","https://api.spotify.com/v1/audio-analysis/0t1lDXmMWBzF6mfnQ6KwqZ",320520,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"130",10,6,7,10,2,8,7,1,16,11,"Hallowed Point","Seasons In The Abyss","Hallowed Point","20R6qMd9lDaEk7NZY5X3d2","Slayer","Seasons In The Abyss",0.302,0.997,1,-3.955,1,0.151,0.000208,0.00318,0.138,0.104,109.506,"audio_features","20R6qMd9lDaEk7NZY5X3d2","spotify:track:20R6qMd9lDaEk7NZY5X3d2","https://api.spotify.com/v1/tracks/20R6qMd9lDaEk7NZY5X3d2","https://api.spotify.com/v1/audio-analysis/20R6qMd9lDaEk7NZY5X3d2",203587,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"131",8,10,2,12,4,7,5,9,17,12,"Skeletons Of Society","Seasons In The Abyss","Skeletons Of Society","2LTazmGAG6srTflsDKMPsk","Slayer","Seasons In The Abyss",0.498,0.98,8,-4.083,0,0.129,0.000459,0.00142,0.111,0.302,106.859,"audio_features","2LTazmGAG6srTflsDKMPsk","spotify:track:2LTazmGAG6srTflsDKMPsk","https://api.spotify.com/v1/tracks/2LTazmGAG6srTflsDKMPsk","https://api.spotify.com/v1/audio-analysis/2LTazmGAG6srTflsDKMPsk",280347,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"132",9,2,6,8,1,8,4,1,11,6,"Temptation","Seasons In The Abyss","Temptation","0y2rQ9WDw3pFeYOReyBrgZ","Slayer","Seasons In The Abyss",0.247,0.989,10,-4.014,0,0.175,0.00206,0.000443,0.0602,0.224,178.722,"audio_features","0y2rQ9WDw3pFeYOReyBrgZ","spotify:track:0y2rQ9WDw3pFeYOReyBrgZ","https://api.spotify.com/v1/tracks/0y2rQ9WDw3pFeYOReyBrgZ","https://api.spotify.com/v1/audio-analysis/0y2rQ9WDw3pFeYOReyBrgZ",205800,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"133",15,7,12,17,4,13,4,6,25,12,"Born Of Fire","Seasons In The Abyss","Born Of Fire","6UQIYxDuejNz8HP2sjOVGU","Slayer","Seasons In The Abyss",0.315,0.992,10,-3.999,0,0.113,2.96e-05,0.00109,0.234,0.234,107.885,"audio_features","6UQIYxDuejNz8HP2sjOVGU","spotify:track:6UQIYxDuejNz8HP2sjOVGU","https://api.spotify.com/v1/tracks/6UQIYxDuejNz8HP2sjOVGU","https://api.spotify.com/v1/audio-analysis/6UQIYxDuejNz8HP2sjOVGU",187707,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"134",4,3,3,7,1,6,1,1,9,2,"Seasons In The Abyss","Seasons In The Abyss","Seasons In The Abyss","3Ky8IzV8IVSwijtaTWB2SK","Slayer","Seasons In The Abyss",0.263,0.97,5,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729,"audio_features","3Ky8IzV8IVSwijtaTWB2SK","spotify:track:3Ky8IzV8IVSwijtaTWB2SK","https://api.spotify.com/v1/tracks/3Ky8IzV8IVSwijtaTWB2SK","https://api.spotify.com/v1/audio-analysis/3Ky8IzV8IVSwijtaTWB2SK",397827,4,1990-10-09,40,"Slayer",1990,"Seasons In The Abyss","Seasons In The Abyss 1990"
"135",12,3,8,13,3,13,3,3,16,8,"Killing Fields","Divine Intervention","Killing Fields","48KCFjbbmMedXFKpHLfndc","Slayer","Divine Intervention",0.256,0.923,4,-7.469,1,0.172,0.000445,0.0232,0.105,0.282,152.356,"audio_features","48KCFjbbmMedXFKpHLfndc","spotify:track:48KCFjbbmMedXFKpHLfndc","https://api.spotify.com/v1/tracks/48KCFjbbmMedXFKpHLfndc","https://api.spotify.com/v1/audio-analysis/48KCFjbbmMedXFKpHLfndc",237507,5,1994-09-27,8,"Slayer",1994,"Divine Intervention","Divine Intervention 1994"
"136",16,1,8,18,0,11,3,3,25,6,"Fictional Reality","Divine Intervention","Fictional Reality","2jaksXy79e2T06WLcHJ2vk","Slayer","Divine Intervention",0.312,0.967,8,-7.518,0,0.219,0.000238,0.0193,0.0763,0.082,117.675,"audio_features","2jaksXy79e2T06WLcHJ2vk","spotify:track:2jaksXy79e2T06WLcHJ2vk","https://api.spotify.com/v1/tracks/2jaksXy79e2T06WLcHJ2vk","https://api.spotify.com/v1/audio-analysis/2jaksXy79e2T06WLcHJ2vk",217853,3,1994-09-27,8,"Slayer",1994,"Divine Intervention","Divine Intervention 1994"
"137",10,7,3,9,4,6,3,13,18,12,"Dittohead","Divine Intervention","Dittohead","4zbOLiK13XjwR5f7EehkJw","Slayer","Divine Intervention",0.333,0.983,8,-6.733,0,0.18,0.000221,0.000646,0.342,0.248,115.228,"audio_features","4zbOLiK13XjwR5f7EehkJw","spotify:track:4zbOLiK13XjwR5f7EehkJw","https://api.spotify.com/v1/tracks/4zbOLiK13XjwR5f7EehkJw","https://api.spotify.com/v1/audio-analysis/4zbOLiK13XjwR5f7EehkJw",150760,4,1994-09-27,8,"Slayer",1994,"Divine Intervention","Divine Intervention 1994"
"138",5,2,5,7,1,10,2,2,11,5,"Divine Intervention","Divine Intervention","Divine Intervention","7ujZ1M2mczT33j6uiexkt3","Slayer","Divine Intervention",0.253,0.934,8,-7.819,1,0.152,0.000115,0.211,0.209,0.107,115.981,"audio_features","7ujZ1M2mczT33j6uiexkt3","spotify:track:7ujZ1M2mczT33j6uiexkt3","https://api.spotify.com/v1/tracks/7ujZ1M2mczT33j6uiexkt3","https://api.spotify.com/v1/audio-analysis/7ujZ1M2mczT33j6uiexkt3",333293,3,1994-09-27,8,"Slayer",1994,"Divine Intervention","Divine Intervention 1994"
"139",17,3,10,22,2,18,3,7,30,10,"Circle Of Beliefs","Divine Intervention","Circle Of Beliefs","1zLnL4fsy4otoaUARuQVOv","Slayer","Divine Intervention",0.293,0.976,10,-6.102,0,0.194,0.00202,0.0406,0.282,0.195,103.747,"audio_features","1zLnL4fsy4otoaUARuQVOv","spotify:track:1zLnL4fsy4otoaUARuQVOv","https://api.spotify.com/v1/tracks/1zLnL4fsy4otoaUARuQVOv","https://api.spotify.com/v1/audio-analysis/1zLnL4fsy4otoaUARuQVOv",269933,4,1994-09-27,8,"Slayer",1994,"Divine Intervention","Divine Intervention 1994"
"140",3,4,3,5,4,5,3,5,8,6,"Serenity In Murder","Divine Intervention","Serenity In Murder","44dDdT0A24wRwAtKmi8POE","Slayer","Divine Intervention",0.261,0.966,8,-6.6,1,0.13,0.00931,0.0669,0.316,0.147,100.142,"audio_features","44dDdT0A24wRwAtKmi8POE","spotify:track:44dDdT0A24wRwAtKmi8POE","https://api.spotify.com/v1/tracks/44dDdT0A24wRwAtKmi8POE","https://api.spotify.com/v1/audio-analysis/44dDdT0A24wRwAtKmi8POE",156693,4,1994-09-27,8,"Slayer",1994,"Divine Intervention","Divine Intervention 1994"
"141",7,4,6,13,0,10,4,3,18,7,"Mind Control","Divine Intervention","Mind Control","4GCB3LAy6uWaumaXpKXvLt","Slayer","Divine Intervention",0.28,0.982,11,-6.304,0,0.168,5.34e-05,0.00479,0.314,0.166,103.546,"audio_features","4GCB3LAy6uWaumaXpKXvLt","spotify:track:4GCB3LAy6uWaumaXpKXvLt","https://api.spotify.com/v1/tracks/4GCB3LAy6uWaumaXpKXvLt","https://api.spotify.com/v1/audio-analysis/4GCB3LAy6uWaumaXpKXvLt",183547,4,1994-09-27,8,"Slayer",1994,"Divine Intervention","Divine Intervention 1994"
"142",4,1,2,1,1,2,0,1,4,1,"Guilty Of Being White","Undisputed Attitude","Guilty Of Being White","57YZ9Nhn4EMnFjRGXsWF0j","Slayer","Undisputed Attitude",0.208,0.991,11,-5.325,1,0.237,3.3e-06,0.000124,0.425,0.167,107.147,"audio_features","57YZ9Nhn4EMnFjRGXsWF0j","spotify:track:57YZ9Nhn4EMnFjRGXsWF0j","https://api.spotify.com/v1/tracks/57YZ9Nhn4EMnFjRGXsWF0j","https://api.spotify.com/v1/audio-analysis/57YZ9Nhn4EMnFjRGXsWF0j",66987,4,1996-05-28,34,"Slayer",1996,"Undisputed Attitude","Undisputed Attitude 1996"
"143",1,1,4,2,1,2,0,2,4,2,"I Hate You","Undisputed Attitude","I Hate You","4mpMfLra9sfImgzvt2icTT","Slayer","Undisputed Attitude",0.233,0.988,1,-5.131,1,0.111,1.07e-05,0.399,0.234,0.219,149.574,"audio_features","4mpMfLra9sfImgzvt2icTT","spotify:track:4mpMfLra9sfImgzvt2icTT","https://api.spotify.com/v1/tracks/4mpMfLra9sfImgzvt2icTT","https://api.spotify.com/v1/audio-analysis/4mpMfLra9sfImgzvt2icTT",136400,4,1996-05-28,34,"Slayer",1996,"Undisputed Attitude","Undisputed Attitude 1996"
"144",8,5,8,7,3,9,2,5,13,13,"Spiritual Law","Undisputed Attitude","Spiritual Law","5wBPIP7z3WN8aweHcF0AcW","Slayer","Undisputed Attitude",0.224,0.991,6,-5.073,1,0.19,4.57e-05,5.78e-06,0.09,0.127,142.076,"audio_features","5wBPIP7z3WN8aweHcF0AcW","spotify:track:5wBPIP7z3WN8aweHcF0AcW","https://api.spotify.com/v1/tracks/5wBPIP7z3WN8aweHcF0AcW","https://api.spotify.com/v1/audio-analysis/5wBPIP7z3WN8aweHcF0AcW",180453,4,1996-05-28,34,"Slayer",1996,"Undisputed Attitude","Undisputed Attitude 1996"
"145",2,1,2,4,2,2,2,2,4,4,"Violent Pacification","Undisputed Attitude","Violent Pacification","4tCG1mPQf1HFEEIQzqMzQY","Slayer","Undisputed Attitude",0.347,0.897,3,-6.842,1,0.16,1.12e-05,0.745,0.107,0.503,135.314,"audio_features","4tCG1mPQf1HFEEIQzqMzQY","spotify:track:4tCG1mPQf1HFEEIQzqMzQY","https://api.spotify.com/v1/tracks/4tCG1mPQf1HFEEIQzqMzQY","https://api.spotify.com/v1/audio-analysis/4tCG1mPQf1HFEEIQzqMzQY",158120,4,1996-05-28,34,"Slayer",1996,"Undisputed Attitude","Undisputed Attitude 1996"
"146",6,4,5,6,3,6,4,2,10,6,"Richard Hung Himself","Undisputed Attitude","Richard Hung Himself","78Cm2LoBTnUKv8RU72sSG8","Slayer","Undisputed Attitude",0.315,0.96,5,-5.438,0,0.0787,7.32e-05,0.00718,0.263,0.533,141.811,"audio_features","78Cm2LoBTnUKv8RU72sSG8","spotify:track:78Cm2LoBTnUKv8RU72sSG8","https://api.spotify.com/v1/tracks/78Cm2LoBTnUKv8RU72sSG8","https://api.spotify.com/v1/audio-analysis/78Cm2LoBTnUKv8RU72sSG8",201813,4,1996-05-28,34,"Slayer",1996,"Undisputed Attitude","Undisputed Attitude 1996"
"147",9,3,5,12,2,10,1,5,16,10,"Gemini","Undisputed Attitude","Gemini","17zpZac4AYIr6QEsUeeeUZ","Slayer","Undisputed Attitude",0.354,0.959,1,-5.901,1,0.0871,4.74e-05,0.339,0.103,0.395,115.654,"audio_features","17zpZac4AYIr6QEsUeeeUZ","spotify:track:17zpZac4AYIr6QEsUeeeUZ","https://api.spotify.com/v1/tracks/17zpZac4AYIr6QEsUeeeUZ","https://api.spotify.com/v1/audio-analysis/17zpZac4AYIr6QEsUeeeUZ",293027,4,1996-05-28,34,"Slayer",1996,"Undisputed Attitude","Undisputed Attitude 1996"
"148",14,9,11,19,5,14,7,6,22,16,"Bitter Peace","Diabolus In Musica","Bitter Peace","7Amiwp5D26ULS0qgMRPkpa","Slayer","Diabolus In Musica",0.244,0.981,9,-4.124,1,0.118,3.4e-05,0.0117,0.15,0.265,100.233,"audio_features","7Amiwp5D26ULS0qgMRPkpa","spotify:track:7Amiwp5D26ULS0qgMRPkpa","https://api.spotify.com/v1/tracks/7Amiwp5D26ULS0qgMRPkpa","https://api.spotify.com/v1/audio-analysis/7Amiwp5D26ULS0qgMRPkpa",272080,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"149",7,9,7,10,13,8,2,11,16,20,"Stain Of Mind","Diabolus In Musica","Stain Of Mind","35CwMBsnwRDHpAY9F9wY6e","Slayer","Diabolus In Musica",0.415,0.969,11,-4.506,1,0.0679,7.77e-06,0.00784,0.0534,0.39,121.596,"audio_features","35CwMBsnwRDHpAY9F9wY6e","spotify:track:35CwMBsnwRDHpAY9F9wY6e","https://api.spotify.com/v1/tracks/35CwMBsnwRDHpAY9F9wY6e","https://api.spotify.com/v1/audio-analysis/35CwMBsnwRDHpAY9F9wY6e",205093,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"150",15,10,9,20,5,13,3,7,25,11,"Overt Enemy","Diabolus In Musica","Overt Enemy","7vlEsbJ73GcQtz6sMzZmEP","Slayer","Diabolus In Musica",0.285,0.978,1,-3.381,1,0.155,7.5e-05,0.000848,0.29,0.382,144.669,"audio_features","7vlEsbJ73GcQtz6sMzZmEP","spotify:track:7vlEsbJ73GcQtz6sMzZmEP","https://api.spotify.com/v1/tracks/7vlEsbJ73GcQtz6sMzZmEP","https://api.spotify.com/v1/audio-analysis/7vlEsbJ73GcQtz6sMzZmEP",281533,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"151",15,2,6,16,6,10,4,8,16,11,"Perversions Of Pain","Diabolus In Musica","Perversions Of Pain","0G1jkkBpIo6GO7Tl4fC6zq","Slayer","Diabolus In Musica",0.266,0.996,11,-3.712,1,0.0847,2.14e-05,0.061,0.178,0.155,108.129,"audio_features","0G1jkkBpIo6GO7Tl4fC6zq","spotify:track:0G1jkkBpIo6GO7Tl4fC6zq","https://api.spotify.com/v1/tracks/0G1jkkBpIo6GO7Tl4fC6zq","https://api.spotify.com/v1/audio-analysis/0G1jkkBpIo6GO7Tl4fC6zq",210573,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"152",20,3,10,20,4,23,2,4,32,7,"Love To Hate","Diabolus In Musica","Love To Hate","4iVPjXyOfqZq5Yr5dRY6vW","Slayer","Diabolus In Musica",0.309,0.977,8,-1.952,1,0.074,6.94e-05,0,0.0955,0.36,95.127,"audio_features","4iVPjXyOfqZq5Yr5dRY6vW","spotify:track:4iVPjXyOfqZq5Yr5dRY6vW","https://api.spotify.com/v1/tracks/4iVPjXyOfqZq5Yr5dRY6vW","https://api.spotify.com/v1/audio-analysis/4iVPjXyOfqZq5Yr5dRY6vW",185840,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"153",6,6,6,7,6,7,4,3,12,8,"Desire","Diabolus In Musica","Desire","4wXvXAdwC7549nwLmlsp65","Slayer","Diabolus In Musica",0.297,0.993,1,-5.58,1,0.0972,1.44e-05,0.682,0.0984,0.116,132.909,"audio_features","4wXvXAdwC7549nwLmlsp65","spotify:track:4wXvXAdwC7549nwLmlsp65","https://api.spotify.com/v1/tracks/4wXvXAdwC7549nwLmlsp65","https://api.spotify.com/v1/audio-analysis/4wXvXAdwC7549nwLmlsp65",258653,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"154",8,6,5,8,7,10,4,6,12,12,"In The Name Of God","Diabolus In Musica","In The Name Of God","5Tpe1VCcAfrUBNlXOiz51p","Slayer","Diabolus In Musica",0.269,0.936,6,-4.588,0,0.129,4.56e-05,0.0131,0.274,0.313,158.885,"audio_features","5Tpe1VCcAfrUBNlXOiz51p","spotify:track:5Tpe1VCcAfrUBNlXOiz51p","https://api.spotify.com/v1/tracks/5Tpe1VCcAfrUBNlXOiz51p","https://api.spotify.com/v1/audio-analysis/5Tpe1VCcAfrUBNlXOiz51p",218067,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"155",6,4,3,7,5,6,0,6,9,10,"Scrum","Diabolus In Musica","Scrum","15OQUYrEXrWIFWoycUjp16","Slayer","Diabolus In Musica",0.308,0.998,11,-4.199,1,0.156,0.00015,0.503,0.287,0.051,109.228,"audio_features","15OQUYrEXrWIFWoycUjp16","spotify:track:15OQUYrEXrWIFWoycUjp16","https://api.spotify.com/v1/tracks/15OQUYrEXrWIFWoycUjp16","https://api.spotify.com/v1/audio-analysis/15OQUYrEXrWIFWoycUjp16",138760,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"156",11,4,8,16,2,15,4,5,21,12,"Screaming From The Sky","Diabolus In Musica","Screaming From The Sky","2UcpWK46N1M3Nlrddpd2Up","Slayer","Diabolus In Musica",0.387,0.993,8,-4.19,1,0.142,2.07e-05,0.0335,0.0424,0.241,93.39,"audio_features","2UcpWK46N1M3Nlrddpd2Up","spotify:track:2UcpWK46N1M3Nlrddpd2Up","https://api.spotify.com/v1/tracks/2UcpWK46N1M3Nlrddpd2Up","https://api.spotify.com/v1/audio-analysis/2UcpWK46N1M3Nlrddpd2Up",192600,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"157",10,6,6,16,3,15,4,5,24,8,"Point","Diabolus In Musica","Point","5N78cLYc3piYCFvwSEljjD","Slayer","Diabolus In Musica",0.298,0.989,2,-4.569,1,0.126,3.18e-05,0.0421,0.207,0.27,96.479,"audio_features","5N78cLYc3piYCFvwSEljjD","spotify:track:5N78cLYc3piYCFvwSEljjD","https://api.spotify.com/v1/tracks/5N78cLYc3piYCFvwSEljjD","https://api.spotify.com/v1/audio-analysis/5N78cLYc3piYCFvwSEljjD",252587,4,1998-06-09,31,"Slayer",1998,"Diabolus In Musica","Diabolus In Musica 1998"
"158",5,3,3,7,2,6,2,4,7,6,"Darkness Of Christ","God Hates Us All","Darkness Of Christ","5Md11uzTcHNXMWOJAz60Zd","Slayer","God Hates Us All",0.302,0.957,9,-11.684,1,0.129,0.202,0.859,0.536,0.159,97.078,"audio_features","5Md11uzTcHNXMWOJAz60Zd","spotify:track:5Md11uzTcHNXMWOJAz60Zd","https://api.spotify.com/v1/tracks/5Md11uzTcHNXMWOJAz60Zd","https://api.spotify.com/v1/audio-analysis/5Md11uzTcHNXMWOJAz60Zd",90533,3,2001-09-11,28,"Slayer",2001,"God Hates Us All","God Hates Us All 2001"
